0.000000000000000000e+00 1.343725067263654149e-02 7.142097136811860481e-03 -2.642544362076470338e-02 -2.511010493394979105e-03 -1.131892604790160281e-02 1.987932318110227376e-03 -8.125052455140748778e-05 1.235270147231242507e-03 3.431854486924297565e-04
1.000000000000000056e-01 -4.553210314772476730e-02 3.746311482495428419e-02 -3.046846123665216538e-02 2.847094984128924894e-02 -4.607643188481120276e-03 -3.687589294468737386e-03 -1.715282589325494572e-02 -1.121278029492639439e-02 -8.643815389722770554e-03
2.000000000000000111e-01 7.835412879011104115e-02 -3.551004933329255514e-02 -2.594829176700273049e-02 -1.782642261115754620e-02 -3.749755998557880929e-03 -1.572372412568812799e-02 -1.243512008495795476e-02 -1.368348643302853135e-02 -1.515081738516866998e-02
3.000000000000000444e-01 -5.387716310861152824e-02 4.472706048597084594e-03 -3.352137475565835495e-02 -2.430218176929982779e-02 -3.949274077582840686e-02 -2.928546299953220522e-02 -1.914153989041751311e-02 -1.745564230323912169e-02 -1.989538659576054608e-02
4.000000000000000222e-01 -1.364348179089186486e-01 -7.139583018488408761e-02 -7.832641541702058119e-02 -3.876023662836444728e-02 -2.054291206715689461e-02 -2.535118935170829757e-02 -2.615433016804573352e-02 -2.144561144565368047e-02 -1.950282104100671890e-02
5.000000000000000000e-01 5.560663899330867133e-02 9.625298437390536477e-02 -5.593324933138286992e-02 -3.305094117152179711e-02 -2.602138605402471577e-02 -2.272807502989683537e-02 -1.654346111314453430e-02 -2.313985221667444817e-02 -2.161922558549466203e-02
6.000000000000000888e-01 9.654645575010706304e-02 2.064979957981756542e-02 3.219280130501721987e-03 -2.024252676661952161e-02 -2.196451126780082225e-02 -1.663111617831024638e-02 -1.845972996404969882e-02 -1.710777352063699505e-02 -1.682386522402286311e-02
7.000000000000000666e-01 -9.076878972920932043e-02 -4.595996245249139162e-02 -3.527007535901065249e-03 -3.991859226100372138e-02 -1.499961179548764227e-02 -1.222769551451050735e-02 -1.225805445907848269e-02 -1.121731337429537033e-02 -1.190969498496988709e-02
8.000000000000000444e-01 4.588794284108034527e-02 1.607299728238819822e-02 1.222716044479267225e-02 -1.458364254734195904e-02 -3.956580215110952828e-03 4.114040445542659422e-03 -8.217841084507441010e-03 -4.838134954208305263e-03 -5.345124250353374892e-03
9.000000000000000222e-01 2.620146265534830515e-02 1.554121085422513655e-02 -2.040156568319003924e-02 1.408499576422958012e-02 -1.906473562599792296e-02 1.066341831706033028e-02 6.015883865014361870e-03 7.358886572961845750e-03 5.774522571746117279e-03
1.000000000000000000e+00 7.917010946075343780e-02 6.623204424395049209e-03 4.931109880400116885e-02 3.883686224096367240e-03 2.938531540809726297e-03 1.557037798173836404e-02 1.417320482766565824e-02 1.590042988925184642e-02 1.537253652957362368e-02
1.100000000000000089e+00 1.999810523028756615e-01 7.027732129556424345e-02 -1.635598984196457578e-02 3.587253137933224534e-02 3.146081197843415139e-02 3.889908641562281333e-02 2.974166215399675489e-02 2.922857760421172096e-02 2.621464265723313924e-02
1.200000000000000178e+00 7.902363258761804787e-02 4.805271500109781213e-02 2.053801713420578059e-02 3.886383933792724593e-02 4.344596854183695178e-02 3.241879918532800803e-02 4.128202732780078543e-02 4.197180991031224800e-02 4.218627186492276970e-02
1.300000000000000044e+00 1.243929044711011983e-01 1.074303631973283768e-01 1.306181334318860521e-01 5.156639815069045951e-02 5.651179733786749343e-02 5.269597826764170490e-02 5.685607683141256918e-02 5.289815780547361956e-02 5.480041109102042063e-02
1.400000000000000133e+00 3.788545739966709541e-02 1.484553378881913188e-01 7.257936948437658520e-02 7.696740700961503256e-02 7.927303938862846622e-02 7.541597841041780548e-02 6.721551293365503332e-02 7.331196688234153935e-02 6.850415985446653422e-02
1.500000000000000000e+00 1.207502830739664579e-01 2.625342626145186348e-02 4.065790047049468170e-02 1.004574516227409869e-01 9.921278369695274435e-02 8.449188888348302395e-02 8.282925368460511417e-02 8.843981674343703858e-02 8.799819883943064969e-02
1.600000000000000089e+00 7.230756045511547991e-02 3.400305989996652012e-02 1.571171824125417449e-01 8.712390978440791300e-02 1.219759228456292477e-01 1.001830793126342878e-01 1.028897541677191857e-01 1.060841541128055010e-01 1.003334954326979417e-01
1.700000000000000178e+00 2.549632040738758487e-01 9.580703724736966409e-02 1.438760946859637124e-01 1.450750391845697096e-01 1.321216919199877382e-01 1.152346299621942877e-01 1.147464224687686496e-01 1.174599776384484123e-01 1.167543101544795542e-01
1.800000000000000044e+00 1.811738546250794002e-01 9.188814339164655398e-02 7.934878682679907813e-02 1.167018462546675905e-01 1.315888928997139273e-01 1.404087033294087183e-01 1.319149595620437987e-01 1.319091636548308244e-01 1.296965571710243792e-01
1.900000000000000133e+00 9.696575098048290653e-02 7.248436639328892372e-02 9.617772525281374774e-02 1.065860856258308981e-01 1.331739170853022958e-01 1.479507310417111088e-01 1.408265132072309689e-01 1.479811710345938225e-01 1.476506186650885510e-01
2.000000000000000000e+00 9.908717894533633497e-02 2.624548460061182364e-01 1.105637493315992370e-01 1.835235003173091850e-01 1.681219255990020200e-01 1.514728183914851589e-01 1.632535297743403779e-01 1.632299990515256871e-01 1.601321899650168523e-01
2.100000000000000089e+00 1.811544933437138349e-01 8.983329857175900712e-02 1.835727896590370611e-01 1.617215931995811540e-01 1.859214010399326544e-01 1.652833558868517239e-01 1.678346785882791070e-01 1.732207372346488139e-01 1.709798455567361208e-01
2.200000000000000178e+00 3.394268593147807267e-01 1.727827832800626906e-01 2.147579147676285938e-01 1.704617474588595027e-01 1.897140864323131615e-01 1.761340964793164376e-01 1.852929064036405449e-01 1.840846325275919126e-01 1.837060014000145292e-01
2.300000000000000266e+00 2.343816031255750443e-01 2.235349308799068901e-01 2.019076274844983365e-01 1.835325270930347752e-01 2.030426877798328367e-01 1.946815702818999461e-01 1.902999594117996962e-01 1.931455917843345194e-01 1.938457494556332095e-01
2.400000000000000355e+00 2.114702643374733737e-01 2.346375937493054842e-01 2.082446215143666235e-01 1.820979091722737531e-01 2.002280279817545416e-01 2.048038347455976849e-01 2.004732787227341551e-01 2.003941214730222131e-01 2.023473979793338762e-01
2.500000000000000000e+00 2.278166998177306724e-01 2.953984770315606356e-01 2.360991767967437205e-01 2.135039417624559066e-01 2.280693641805028593e-01 2.049511038115227612e-01 2.082380848843708998e-01 2.069797162512189981e-01 2.064063689392142964e-01
2.600000000000000089e+00 3.689080860927064220e-01 2.443352338952451408e-01 2.278358079754167209e-01 2.133811838856034815e-01 1.947340299125530638e-01 2.067355387927367061e-01 2.098470718901083443e-01 2.093104547329759368e-01 2.095786745868588041e-01
2.700000000000000178e+00 2.456469228271323246e-01 1.943836785447240756e-01 2.218751127982814819e-01 1.895403881901672749e-01 2.309884211527646614e-01 2.049265869126657147e-01 2.097001805416205122e-01 2.070853781095020885e-01 2.093533761068396282e-01
2.800000000000000266e+00 2.397323784737299401e-01 2.254656716985575515e-01 1.858246931829558857e-01 2.115644152206432038e-01 2.107722513981055701e-01 2.050011451813080199e-01 2.112730278905426418e-01 2.112925598581278375e-01 2.053157444618597116e-01
2.900000000000000355e+00 8.214109362119746682e-02 8.423658185313408209e-02 2.496108027058869805e-01 1.957493142205239955e-01 2.150561410170009347e-01 1.967393745747756661e-01 2.075184029684454534e-01 2.025692796732268819e-01 2.031220136392696551e-01
3.000000000000000000e+00 1.116598285926085066e-01 2.866247003647887093e-01 2.098664840226124040e-01 2.049274805501026808e-01 1.956524128274720054e-01 1.958277882232329348e-01 1.958543668179444919e-01 1.962304088818733472e-01 1.943484660183939783e-01
